,junction,strand,label_5_prime,label_3_prime,position_off_5_prime,position_off_3_prime,transcripts,annotation
13659,chr14:45135973-45140417,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000139526.8', 'ENSMUST00000123879.7', 'ENSMUST00000022377.10']",both sides
13660,chr14:4514885-4515835,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000112776.3'],both sides
13661,chr14:4515967-4516643,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000112776.3', 'ENSMUST00000164603.7', 'ENSMUST00000166848.7']",both sides
13662,chr14:4516826-4519376,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000112776.3', 'ENSMUST00000164603.7']",both sides
13663,chr14:45213524-45217770,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000143609.1', 'ENSMUST00000153383.7', 'ENSMUST00000123879.7', 'ENSMUST00000226879.1', 'ENSMUST00000128484.7', 'ENSMUST00000150648.1', 'ENSMUST00000022377.10', 'ENSMUST00000147853.7', 'ENSMUST00000139526.8']",both sides
13664,chr14:45213524-45218995,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000143609.1', 'ENSMUST00000153383.7', 'ENSMUST00000123879.7', 'ENSMUST00000226879.1', 'ENSMUST00000128484.7', 'ENSMUST00000150648.1', 'ENSMUST00000022377.10', 'ENSMUST00000147853.7', 'ENSMUST00000123118.1', 'ENSMUST00000139526.8']",both sides
13665,chr14:45355544-45570260,-,unannotated on 5',unannotated on 3',,,[],none
13666,chr14:4537062-4537988,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000163410.1'],both sides
13667,chr14:45378486-45380936,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000228451.1', 'ENSMUST00000046191.8', 'ENSMUST00000227468.1', 'ENSMUST00000226276.1']",both sides
13668,chr14:45380998-45381555,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000227468.1', 'ENSMUST00000227865.1', 'ENSMUST00000226276.1', 'ENSMUST00000228451.1', 'ENSMUST00000046191.8']",both sides
13669,chr14:45381683-45383393,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000226856.1', 'ENSMUST00000227468.1', 'ENSMUST00000227865.1', 'ENSMUST00000228304.1', 'ENSMUST00000226276.1', 'ENSMUST00000228451.1', 'ENSMUST00000046191.8']",both sides
13670,chr14:45383456-45384580,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000226856.1', 'ENSMUST00000227468.1', 'ENSMUST00000227865.1', 'ENSMUST00000228304.1', 'ENSMUST00000228003.1', 'ENSMUST00000226276.1', 'ENSMUST00000226973.1', 'ENSMUST00000046191.8']",both sides
13671,chr14:45384748-45388747,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000226856.1', 'ENSMUST00000227865.1', 'ENSMUST00000228304.1', 'ENSMUST00000226590.1', 'ENSMUST00000228003.1', 'ENSMUST00000226276.1', 'ENSMUST00000046191.8']",both sides
13672,chr14:45460023-45461766,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000045905.13'],both sides
13673,chr14:45461908-45462115,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000045905.13'],both sides
13674,chr14:45462240-45464723,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000045905.13'],both sides
13675,chr14:45464945-45465083,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000045905.13'],both sides
13676,chr14:45465190-45467337,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000045905.13'],both sides
13677,chr14:45467462-45468502,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000045905.13'],both sides
13678,chr14:45468552-45469239,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000045905.13'],both sides
13679,chr14:45469374-45472771,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000141424.1', 'ENSMUST00000045905.13']",both sides
13680,chr14:45472879-45475572,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000141424.1', 'ENSMUST00000045905.13']",both sides
13681,chr14:45475675-45475887,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000141424.1', 'ENSMUST00000045905.13']",both sides
13682,chr14:45476113-45476417,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000150660.1', 'ENSMUST00000141424.1', 'ENSMUST00000045905.13']",both sides
13683,chr14:45476113-45482431,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000150660.1', 'ENSMUST00000141424.1', 'ENSMUST00000045905.13']",both sides
13684,chr14:45476450-45482431,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000150660.1', 'ENSMUST00000045905.13']",both sides
13685,chr14:45482566-45504496,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000150660.1', 'ENSMUST00000228208.1', 'ENSMUST00000045905.13']",both sides
13686,chr14:45504730-45529424,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000150660.1', 'ENSMUST00000149723.1', 'ENSMUST00000228208.1', 'ENSMUST00000045905.13']",both sides
13687,chr14:45529591-45529933,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000150660.1', 'ENSMUST00000045905.13']",both sides
13688,chr14:45595664-45599101,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000156758.8', 'ENSMUST00000129599.7', 'ENSMUST00000152110.7', 'ENSMUST00000111828.3', 'ENSMUST00000141487.7', 'ENSMUST00000087320.12', 'ENSMUST00000149286.8', 'ENSMUST00000051310.12']",both sides
13689,chr14:45595664-45601564,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000156758.8', 'ENSMUST00000129599.7', 'ENSMUST00000152110.7', 'ENSMUST00000111828.3', 'ENSMUST00000141487.7', 'ENSMUST00000087320.12', 'ENSMUST00000149286.8', 'ENSMUST00000051310.12']",both sides
13690,chr14:45599185-45601564,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000156758.8', 'ENSMUST00000129599.7', 'ENSMUST00000152110.7', 'ENSMUST00000111828.3', 'ENSMUST00000141487.7', 'ENSMUST00000087320.12', 'ENSMUST00000149286.8', 'ENSMUST00000051310.12']",both sides
13691,chr14:45620840-45622840,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000129599.7', 'ENSMUST00000111828.3', 'ENSMUST00000087320.12', 'ENSMUST00000149286.8', 'ENSMUST00000147551.7', 'ENSMUST00000226301.1', 'ENSMUST00000051310.12']",both sides
13692,chr14:45620840-45629579,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000153547.2', 'ENSMUST00000129599.7', 'ENSMUST00000111828.3', 'ENSMUST00000087320.12', 'ENSMUST00000149286.8', 'ENSMUST00000147551.7', 'ENSMUST00000226301.1', 'ENSMUST00000051310.12']",both sides
13693,chr14:45622942-45629579,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000153547.2', 'ENSMUST00000111828.3', 'ENSMUST00000087320.12', 'ENSMUST00000149286.8', 'ENSMUST00000147551.7', 'ENSMUST00000226301.1', 'ENSMUST00000051310.12']",both sides
13694,chr14:45628874-45629579,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000153547.2', 'ENSMUST00000111828.3', 'ENSMUST00000087320.12', 'ENSMUST00000149286.8', 'ENSMUST00000147551.7', 'ENSMUST00000226301.1', 'ENSMUST00000051310.12']",both sides
13695,chr14:4563039-4593892,+,unannotated on 5',unannotated on 3',,,[],none
13696,chr14:4563039-4938866,+,unannotated on 5',unannotated on 3',,,[],none
13697,chr14:4594086-4622102,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000181678.1'],both sides
13698,chr14:46084119-46084359,+,unannotated on 5',unannotated on 3',,,[],none
13699,chr14:46084119-46084587,+,unannotated on 5',unannotated on 3',,,[],none
13700,chr14:46084146-46084373,-,unannotated on 5',unannotated on 3',,,[],none
13701,chr14:46084167-46084394,-,unannotated on 5',unannotated on 3',,,[],none
13702,chr14:46084167-46084622,-,unannotated on 5',unannotated on 3',,,[],none
13703,chr14:46084183-46084412,+,unannotated on 5',unannotated on 3',,,[],none
13704,chr14:46084183-46084640,+,unannotated on 5',unannotated on 3',,,[],none
13705,chr14:46084251-46084388,-,unannotated on 5',unannotated on 3',,,[],none
13706,chr14:46084290-46084517,-,unannotated on 5',unannotated on 3',,,[],none
13707,chr14:46084290-46084745,-,unannotated on 5',unannotated on 3',,,[],none
13708,chr14:46084316-46084539,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000227415.1'],both sides
13709,chr14:46084316-46084543,+,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000227415.1'],one side
13710,chr14:46084316-46084545,+,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000227415.1'],one side
13711,chr14:46084316-46084773,+,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000227415.1'],one side
13712,chr14:46084329-46084557,-,unannotated on 5',unannotated on 3',,,[],none
13713,chr14:46084329-46084785,-,unannotated on 5',unannotated on 3',,,[],none
13714,chr14:46084348-46084587,+,unannotated on 5',unannotated on 3',,,[],none
13715,chr14:46084374-46084601,-,unannotated on 5',unannotated on 3',,,[],none
13716,chr14:46084395-46084622,-,unannotated on 5',unannotated on 3',,,[],none
13717,chr14:46084411-46084640,+,unannotated on 5',unannotated on 3',,,[],none
13718,chr14:46084518-46084745,-,unannotated on 5',unannotated on 3',,,[],none
13719,chr14:46084544-46084771,+,unannotated on 5',unannotated on 3',,,[],none
13720,chr14:46084551-46084778,-,unannotated on 5',unannotated on 3',,,[],none
13721,chr14:46084557-46084785,-,unannotated on 5',unannotated on 3',,,[],none
13722,chr14:4635392-4640476,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000170546.7', 'ENSMUST00000163738.7']",both sides
13723,chr14:4651108-4731545,+,unannotated on 5',unannotated on 3',,,[],none
13724,chr14:4651108-4860335,+,unannotated on 5',unannotated on 3',,,[],none
13725,chr14:4664326-4665058,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000163525.7'],both sides
13726,chr14:4665221-4666171,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000163525.7', 'ENSMUST00000169675.2']",both sides
13727,chr14:4666303-4666978,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000163525.7', 'ENSMUST00000169675.2']",both sides
13728,chr14:4667161-4669712,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000163525.7', 'ENSMUST00000169675.2']",both sides
13729,chr14:46768897-46769832,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228106.1', 'ENSMUST00000067426.5', 'ENSMUST00000226621.1']",both sides
13730,chr14:46768897-46769835,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228106.1', 'ENSMUST00000067426.5', 'ENSMUST00000226621.1']",both sides
13731,chr14:46814987-46815598,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000145958.1', 'ENSMUST00000079314.11', 'ENSMUST00000111817.7', 'ENSMUST00000228515.1', 'ENSMUST00000226937.1']",both sides
13732,chr14:46814988-46815597,-,annotated on 5',annotated on 3',1.0,-1.0,"['ENSMUST00000145958.1', 'ENSMUST00000079314.11', 'ENSMUST00000111817.7', 'ENSMUST00000228515.1', 'ENSMUST00000226937.1']",both sides
13733,chr14:46814989-46815597,-,annotated on 5',unannotated on 3',1.0,,['ENSMUST00000079314.11'],one side
13734,chr14:46867155-46881739,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000228370.1', 'ENSMUST00000228024.1']",both sides
13735,chr14:46881171-46881739,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000228370.1', 'ENSMUST00000228024.1']",both sides
13736,chr14:47016795-47052849,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228404.1', 'ENSMUST00000137543.8', 'ENSMUST00000100672.10', 'ENSMUST00000022386.14', 'ENSMUST00000125113.8']",both sides
13737,chr14:47016795-47064219,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228404.1', 'ENSMUST00000137543.8', 'ENSMUST00000100672.10', 'ENSMUST00000022386.14', 'ENSMUST00000125113.8']",both sides
13738,chr14:47053113-47064219,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000022386.14', 'ENSMUST00000125113.8']",both sides
13739,chr14:4712272-4717352,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000171305.1', 'ENSMUST00000169465.7']",both sides
13740,chr14:4726853-4728230,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000165619.7'],both sides
13741,chr14:4726853-4731545,+,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000165619.7'],one side
13742,chr14:4728344-4731545,+,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000165619.7'],one side
13743,chr14:4728344-4860335,+,annotated on 5',unannotated on 3',0.0,,['ENSMUST00000165619.7'],one side
13744,chr14:47373952-47379522,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000142734.7', 'ENSMUST00000144794.1']",both sides
13745,chr14:47373979-47379522,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000226585.1', 'ENSMUST00000150290.8']",both sides
13746,chr14:47378271-47378453,+,unannotated on 5',unannotated on 3',,,[],none
13747,chr14:47380122-47380338,-,unannotated on 5',unannotated on 3',,,[],none
13748,chr14:47380146-47380200,-,unannotated on 5',unannotated on 3',,,[],none
13749,chr14:47380155-47380347,-,unannotated on 5',unannotated on 3',,,[],none
13750,chr14:47380162-47380216,-,unannotated on 5',unannotated on 3',,,[],none
13751,chr14:47380189-47380354,-,unannotated on 5',unannotated on 3',,,[],none
13752,chr14:47380243-47380354,-,unannotated on 5',unannotated on 3',,,[],none
13753,chr14:47380275-47380338,-,unannotated on 5',unannotated on 3',,,[],none
13754,chr14:47380284-47380338,-,unannotated on 5',unannotated on 3',,,[],none
13755,chr14:47388119-47390442,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000043296.9', 'ENSMUST00000177822.1']",both sides
13756,chr14:47388123-47389411,-,annotated on 5',annotated on 3',1.0,0.0,['ENSMUST00000043296.9'],both sides
13757,chr14:47389458-47390442,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000043296.9', 'ENSMUST00000177822.1']",both sides
13758,chr14:47405865-47406338,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000227174.1', 'ENSMUST00000180299.7', 'ENSMUST00000178661.7', 'ENSMUST00000043296.9', 'ENSMUST00000111778.3']",both sides
13759,chr14:47405901-47406338,-,annotated on 5',annotated on 3',1.0,0.0,"['ENSMUST00000227174.1', 'ENSMUST00000180299.7', 'ENSMUST00000178661.7', 'ENSMUST00000043296.9', 'ENSMUST00000111778.3']",both sides
13760,chr14:4740969-4741701,+,annotated on 5',annotated on 3',0.0,1.0,['ENSMUST00000165619.7'],both sides
13761,chr14:4741864-4742814,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000178748.1', 'ENSMUST00000165619.7']",both sides
13762,chr14:4742946-4743621,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000178748.1', 'ENSMUST00000165619.7']",both sides
13763,chr14:4743804-4746350,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000178748.1', 'ENSMUST00000165619.7']",both sides
13764,chr14:47472717-47500793,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228019.1', 'ENSMUST00000095941.8', 'ENSMUST00000227162.1', 'ENSMUST00000168833.8', 'ENSMUST00000226954.1', 'ENSMUST00000228668.1', 'ENSMUST00000227601.1', 'ENSMUST00000043112.8', 'ENSMUST00000163324.7']",both sides
13765,chr14:47472717-47504985,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228019.1', 'ENSMUST00000095941.8', 'ENSMUST00000227162.1', 'ENSMUST00000168833.8', 'ENSMUST00000226954.1', 'ENSMUST00000228668.1', 'ENSMUST00000227601.1', 'ENSMUST00000043112.8', 'ENSMUST00000163324.7']",both sides
13766,chr14:47472717-47526204,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228019.1', 'ENSMUST00000095941.8', 'ENSMUST00000227162.1', 'ENSMUST00000168833.8', 'ENSMUST00000226954.1', 'ENSMUST00000228668.1', 'ENSMUST00000227601.1', 'ENSMUST00000043112.8', 'ENSMUST00000163324.7']",both sides
13767,chr14:47472717-47529174,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228019.1', 'ENSMUST00000095941.8', 'ENSMUST00000227162.1', 'ENSMUST00000168833.8', 'ENSMUST00000226954.1', 'ENSMUST00000228668.1', 'ENSMUST00000227601.1', 'ENSMUST00000043112.8', 'ENSMUST00000163324.7']",both sides
13768,chr14:47500870-47504985,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000095941.8', 'ENSMUST00000227162.1', 'ENSMUST00000226954.1', 'ENSMUST00000228668.1', 'ENSMUST00000163324.7']",both sides
13769,chr14:47500870-47526204,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000095941.8', 'ENSMUST00000227162.1', 'ENSMUST00000226954.1', 'ENSMUST00000228668.1', 'ENSMUST00000163324.7']",both sides
13770,chr14:47505132-47507264,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228019.1', 'ENSMUST00000095941.8', 'ENSMUST00000226432.1', 'ENSMUST00000226954.1', 'ENSMUST00000227601.1']",both sides
13771,chr14:47505132-47526204,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228019.1', 'ENSMUST00000095941.8', 'ENSMUST00000226432.1', 'ENSMUST00000226954.1', 'ENSMUST00000227601.1']",both sides
13772,chr14:47507446-47509056,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228019.1', 'ENSMUST00000095941.8', 'ENSMUST00000226954.1', 'ENSMUST00000165714.1']",both sides
13773,chr14:47526314-47529174,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000228019.1', 'ENSMUST00000095941.8', 'ENSMUST00000228634.1', 'ENSMUST00000168833.8', 'ENSMUST00000226432.1', 'ENSMUST00000228668.1', 'ENSMUST00000228740.1', 'ENSMUST00000163324.7', 'ENSMUST00000226395.1', 'ENSMUST00000165714.1']",both sides
13774,chr14:47664315-47667295,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000189986.6', 'ENSMUST00000186761.1', 'ENSMUST00000187039.6', 'ENSMUST00000186466.2', 'ENSMUST00000185343.6', 'ENSMUST00000190182.6', 'ENSMUST00000190252.6', 'ENSMUST00000190999.6', 'ENSMUST00000188330.6', 'ENSMUST00000190535.6', 'ENSMUST00000185940.6', 'ENSMUST00000191511.6', 'ENSMUST00000022391.13', 'ENSMUST00000189101.6', 'ENSMUST00000186627.6', 'ENSMUST00000191018.6', 'ENSMUST00000187839.7', 'ENSMUST00000188553.6', 'ENSMUST00000187262.6', 'ENSMUST00000191446.6', 'ENSMUST00000189533.6']",both sides
13775,chr14:47664315-47667298,+,annotated on 5',unannotated on 3',0.0,,"['ENSMUST00000189986.6', 'ENSMUST00000186761.1', 'ENSMUST00000187039.6', 'ENSMUST00000186466.2', 'ENSMUST00000185343.6', 'ENSMUST00000190182.6', 'ENSMUST00000190252.6', 'ENSMUST00000190999.6', 'ENSMUST00000188330.6', 'ENSMUST00000190535.6', 'ENSMUST00000185940.6', 'ENSMUST00000191511.6', 'ENSMUST00000022391.13', 'ENSMUST00000189101.6', 'ENSMUST00000186627.6', 'ENSMUST00000191018.6', 'ENSMUST00000187839.7', 'ENSMUST00000188553.6', 'ENSMUST00000187262.6', 'ENSMUST00000191446.6', 'ENSMUST00000189533.6']",one side
13776,chr14:47667433-47670124,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000189986.6', 'ENSMUST00000186761.1', 'ENSMUST00000187039.6', 'ENSMUST00000185343.6', 'ENSMUST00000190182.6', 'ENSMUST00000190252.6', 'ENSMUST00000190999.6', 'ENSMUST00000188330.6', 'ENSMUST00000190535.6', 'ENSMUST00000185940.6', 'ENSMUST00000191511.6', 'ENSMUST00000022391.13', 'ENSMUST00000189101.6', 'ENSMUST00000186627.6', 'ENSMUST00000191018.6', 'ENSMUST00000187839.7', 'ENSMUST00000188553.6', 'ENSMUST00000187262.6', 'ENSMUST00000191446.6', 'ENSMUST00000189533.6']",both sides
13777,chr14:47667433-47670130,+,annotated on 5',unannotated on 3',0.0,,"['ENSMUST00000189986.6', 'ENSMUST00000186761.1', 'ENSMUST00000187039.6', 'ENSMUST00000185343.6', 'ENSMUST00000190182.6', 'ENSMUST00000190252.6', 'ENSMUST00000190999.6', 'ENSMUST00000188330.6', 'ENSMUST00000190535.6', 'ENSMUST00000185940.6', 'ENSMUST00000191511.6', 'ENSMUST00000022391.13', 'ENSMUST00000189101.6', 'ENSMUST00000186627.6', 'ENSMUST00000191018.6', 'ENSMUST00000187839.7', 'ENSMUST00000188553.6', 'ENSMUST00000187262.6', 'ENSMUST00000191446.6', 'ENSMUST00000189533.6']",one side
13778,chr14:47704277-47704419,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000189986.6', 'ENSMUST00000186761.1', 'ENSMUST00000187039.6', 'ENSMUST00000185343.6', 'ENSMUST00000190182.6', 'ENSMUST00000190252.6', 'ENSMUST00000190999.6', 'ENSMUST00000188330.6', 'ENSMUST00000190535.6', 'ENSMUST00000185940.6', 'ENSMUST00000191511.6', 'ENSMUST00000022391.13', 'ENSMUST00000189101.6', 'ENSMUST00000186627.6', 'ENSMUST00000191018.6', 'ENSMUST00000187839.7', 'ENSMUST00000188553.6', 'ENSMUST00000187262.6', 'ENSMUST00000191446.6', 'ENSMUST00000189533.6']",both sides
13779,chr14:47704277-47705762,+,annotated on 5',annotated on 3',0.0,1.0,"['ENSMUST00000189986.6', 'ENSMUST00000186761.1', 'ENSMUST00000187039.6', 'ENSMUST00000185343.6', 'ENSMUST00000190182.6', 'ENSMUST00000190252.6', 'ENSMUST00000190999.6', 'ENSMUST00000188330.6', 'ENSMUST00000190535.6', 'ENSMUST00000185940.6', 'ENSMUST00000191511.6', 'ENSMUST00000022391.13', 'ENSMUST00000189101.6', 'ENSMUST00000186627.6', 'ENSMUST00000191018.6', 'ENSMUST00000187839.7', 'ENSMUST00000188553.6', 'ENSMUST00000187262.6', 'ENSMUST00000191446.6', 'ENSMUST00000189533.6']",both sides
